country_name,year,population,gdp_pc,combined_medals_count
Aruba,1984,64174,,0
Aruba,1988,64332,9274.51,0
Aruba,1992,70192,13657.67,0
Aruba,1994,74710,16675.28,0
Aruba,1996,79417,17375.23,0
Aruba,1998,84355,19742.32,0
Aruba,2000,89101,21026.17,0
Aruba,2002,91781,21375.27,0
Aruba,2004,93540,24105.52,0
Aruba,2006,95606,25832.93,0
Aruba,2008,97996,29011.64,0
Aruba,2010,100341,24452.59,0
Aruba,2012,102112,25611.18,0
Aruba,2014,103594,26940.26,0
Aruba,2016,104874,28449.71,0
Aruba,2018,105962,30918.48,0
Aruba,2020,106585,24008.13,0
Aruba,2022,106445,33300.84,0
Afghanistan,1984,10243686,,0
Afghanistan,1988,10383460,,0
Afghanistan,1992,12057433,,0
Afghanistan,1994,15455555,,0
Afghanistan,1996,17106595,,0
Afghanistan,1998,18493132,,0
Afghanistan,2000,19542982,180.19,0
Afghanistan,2002,21000256,182.17,0
Afghanistan,2004,23553551,221.83,0
Afghanistan,2006,25442944,274.02,0
Afghanistan,2008,26427199,382.53,1
Afghanistan,2010,28189672,562.5,0
Afghanistan,2012,30466479,653.42,1
Afghanistan,2014,32716210,626.51,0
Afghanistan,2016,34636207,523.05,0
Afghanistan,2018,36686784,492.09,0
Afghanistan,2020,38972230,512.06,0
Afghanistan,2022,41128771,352.6,0
Angola,1984,9617702,,0
Angola,1988,11060261,,0
Angola,1992,12632507,,0
Angola,1994,13462031,329.22,0
Angola,1996,14383350,454.38,0
Angola,1998,15366864,423.4,0
Angola,2000,16394062,556.88,0
Angola,2002,17516139,872.66,0
Angola,2004,18771125,1254.7,0
Angola,2006,20162340,2597.96,0
Angola,2008,21691522,4081.72,0
Angola,2010,23364185,3586.66,0
Angola,2012,25188292,5083.83,0
Angola,2014,27128337,5011.98,0
Angola,2016,29154746,1809.71,0
Angola,2018,31273533,2540.51,0
Angola,2020,33428486,1450.91,0
Angola,2022,35588987,2933.48,0
Albania,1984,2904429,639.48,0
Albania,1988,3142336,652.77,0
Albania,1992,3247039,200.85,0
Albania,1994,3207536,586.42,0
Albania,1996,3168033,1009.98,0
Albania,1998,3128530,813.79,0
Albania,2000,3089027,1126.68,0
Albania,2002,3051010,1425.12,0
Albania,2004,3026939,2373.58,0
Albania,2006,2992547,2972.74,0
Albania,2008,2947314,4370.54,0
Albania,2010,2913021,4094.35,0
Albania,2012,2900401,4247.63,0
Albania,2014,2889104,4578.63,0
Albania,2016,2876101,4124.06,0
Albania,2018,2866376,5287.66,0
Albania,2020,2837849,5343.04,0
Albania,2022,2777689,6810.11,0
Andorra,1984,42181,7825.16,0
Andorra,1988,49654,14529.06,0
Andorra,1992,57283,21123.06,0
Andorra,1994,61037,16670.94,0
Andorra,1996,64147,19081.55,0
Andorra,1998,65186,18592.24,0
Andorra,2000,66097,21674.3,0
Andorra,2002,70849,24901.97,0
Andorra,2004,76933,37698.33,0
Andorra,2006,80221,43122.6,0
Andorra,2008,76055,53938.85,0
Andorra,2010,71519,48237.89,0
Andorra,2012,71013,44902.38,0
Andorra,2014,71621,45680.53,0
Andorra,2016,72540,39931.22,0
Andorra,2018,75013,42904.83,0
Andorra,2020,77700,37207.22,0
Andorra,2022,79824,42350.7,0
United Arab Emirates,1984,1308331,31955.18,0
United Arab Emirates,1988,1683681,21545.46,0
United Arab Emirates,1992,2116231,25630.08,0
United Arab Emirates,1994,2329024,25463.5,0
United Arab Emirates,1996,2572735,28596.51,0
United Arab Emirates,1998,2921130,25905.84,0
United Arab Emirates,2000,3275333,31855.5,0
United Arab Emirates,2002,3633655,30221.97,0
United Arab Emirates,2004,3993339,37017.74,1
United Arab Emirates,2006,4898954,45339.59,0
United Arab Emirates,2008,6988685,45140.77,0
United Arab Emirates,2010,8481771,35392.26,0
United Arab Emirates,2012,8664969,44386.79,0
United Arab Emirates,2014,8835951,46865.96,0
United Arab Emirates,2016,8994263,41054.54,1
United Arab Emirates,2018,9140169,46722.27,0
United Arab Emirates,2020,9287289,37629.17,0
United Arab Emirates,2022,9441129,53707.98,0
Argentina,1984,29832197,3787.47,0
Argentina,1988,31690792,4005.2,2
Argentina,1992,33568285,6815.33,1
Argentina,1994,34488696,7464.47,0
Argentina,1996,35389362,7690.16,3
Argentina,1998,36233195,8250.67,0
Argentina,2000,37070774,7666.52,4
Argentina,2002,37885028,2579.49,0
Argentina,2004,38668796,4258.16,6
Argentina,2006,39476851,5890.98,0
Argentina,2008,40273769,8977.51,6
Argentina,2010,40788453,10385.96,0
Argentina,2012,41733271,13082.66,4
Argentina,2014,42669500,12334.8,0
Argentina,2016,43590368,12790.26,4
Argentina,2018,44494502,11795.16,0
Argentina,2020,45376763,8500.84,3
Argentina,2022,46234830,13650.6,0
Armenia,1984,3272102,,0
Armenia,1988,3366838,,0
Armenia,1992,3574555,356.08,0
Armenia,1994,3373713,389.83,0
Armenia,1996,3298898,484.09,2
Armenia,1998,3240550,584.38,0
Armenia,2000,3168523,603.3,1
Armenia,2002,3105037,765.32,0
Armenia,2004,3065745,1166.64,0
Armenia,2006,3026486,2109.53,0
Armenia,2008,2983421,3908.95,5
Armenia,2010,2946293,3143.03,0
Armenia,2012,2914421,3643.72,2
Armenia,2014,2889930,4017.23,0
Armenia,2016,2865835,3679.95,4
Armenia,2018,2836557,4391.92,0
Armenia,2020,2805608,4505.87,4
Armenia,2022,2780469,7018.05,0
American Samoa,1984,38168,,0
American Samoa,1988,44532,,0
American Samoa,1992,50078,,0
American Samoa,1994,52288,,0
American Samoa,1996,54500,,0
American Samoa,1998,56603,,0
American Samoa,2000,58230,,0
American Samoa,2002,58177,8800.73,0
American Samoa,2004,57626,8832.82,0
American Samoa,2006,56837,8673.93,0
American Samoa,2008,55891,10019.5,0
American Samoa,2010,54849,10446.86,0
American Samoa,2012,53691,11920.06,0
American Samoa,2014,52217,12314.0,0
American Samoa,2016,50448,13300.82,0
American Samoa,2018,48424,13195.94,0
American Samoa,2020,46189,15609.78,0
American Samoa,2022,44273,19673.39,0
Antigua and Barbuda,1984,65362,3246.42,0
Antigua and Barbuda,1988,63982,6429.53,0
Antigua and Barbuda,1992,64659,8121.12,0
Antigua and Barbuda,1994,67072,9319.12,0
Antigua and Barbuda,1996,69798,9729.66,0
Antigua and Barbuda,1998,72572,10882.47,0
Antigua and Barbuda,2000,75055,11998.56,0
Antigua and Barbuda,2002,77195,11632.73,0
Antigua and Barbuda,2004,78941,12999.35,0
Antigua and Barbuda,2006,80895,16114.08,0
Antigua and Barbuda,2008,83251,18708.97,0
Antigua and Barbuda,2010,85695,15149.72,0
Antigua and Barbuda,2012,87674,15136.84,0
Antigua and Barbuda,2014,89236,15451.5,0
Antigua and Barbuda,2016,90564,16449.06,0
Antigua and Barbuda,2018,91626,18133.82,0
Antigua and Barbuda,2020,92664,15224.86,0
Antigua and Barbuda,2022,93763,19919.73,0
Australia,1984,15579391,12421.47,24
Australia,1988,16532164,14284.52,14
Australia,1992,17478635,18623.79,27
Australia,1994,17805468,18129.4,1
Australia,1996,18224767,22021.78,41
Australia,1998,18607584,21479.11,1
Australia,2000,19028802,21870.42,58
Australia,2002,19495210,20301.84,2
Australia,2004,19932722,30836.73,50
Australia,2006,20450966,36595.71,2
Australia,2008,21249199,49701.28,46
Australia,2010,22031750,52147.02,3
Australia,2012,22733465,68078.04,35
Australia,2014,23475686,62558.24,3
Australia,2016,24190907,49918.79,29
Australia,2018,24963258,57273.52,3
Australia,2020,25649248,51868.25,46
Australia,2022,26014399,65077.68,4
Austria,1984,7561434,8991.07,3
Austria,1984,7561434,8991.07,1
Austria,1988,7585317,17578.62,1
Austria,1988,7585317,17578.62,10
Austria,1992,7840709,24880.16,2
Austria,1992,7840709,24880.16,21
Austria,1994,7936118,25646.7,9
Austria,1996,7959017,29809.08,3
Austria,1998,7976789,27361.88,17
Austria,2000,8011566,24625.6,3
Austria,2002,8081957,26527.59,17
Austria,2004,8171966,36889.23,7
Austria,2006,8268641,40669.33,23
Austria,2008,8321496,51919.98,3
Austria,2010,8363404,46903.76,16
Austria,2012,8429991,48564.92,0
Austria,2014,8546356,51786.38,17
Austria,2016,8736668,45307.59,1
Austria,2018,8840521,51466.56,14
Austria,2020,8916864,48789.5,7
Austria,2022,9041851,52084.68,18
Azerbaijan,1984,6567850,,0
Azerbaijan,1988,6974600,,0
Azerbaijan,1992,7382050,60.24,0
Azerbaijan,1994,7596550,157.06,0
Azerbaijan,1996,7763000,409.19,1
Azerbaijan,1998,7913000,561.91,0
Azerbaijan,2000,8048600,655.1,3
Azerbaijan,2002,8171950,763.11,0
Azerbaijan,2004,8306500,1045.01,5
Azerbaijan,2006,8484550,2472.96,0
Azerbaijan,2008,8763400,5574.47,6
Azerbaijan,2010,9054332,5843.53,0
Azerbaijan,2012,9295784,7495.87,9
Azerbaijan,2014,9535079,7890.84,0
Azerbaijan,2016,9757812,3880.69,18
Azerbaijan,2018,9939771,4739.79,0
Azerbaijan,2020,10093121,4229.91,7
Azerbaijan,2022,10141756,7770.59,0
Burundi,1984,4842268,203.86,0
Burundi,1988,5271840,205.32,0
Burundi,1992,5743085,188.58,0
Burundi,1994,5586408,165.59,0
Burundi,1996,5930507,146.54,1
Burundi,1998,6035340,148.09,0
Burundi,2000,6307659,138.0,0
Burundi,2002,6648938,124.14,0
Burundi,2004,7120496,128.54,0
Burundi,2006,7658190,166.28,0
Burundi,2008,8278109,194.71,0
Burundi,2010,9126605,222.66,0
Burundi,2012,9795479,238.21,0
Burundi,2014,10494913,257.82,0
Burundi,2016,10903327,242.54,1
Burundi,2018,11493472,232.06,0
Burundi,2020,12220227,216.83,0
Burundi,2022,12889576,259.03,0
Belgium,1984,9855372,8457.27,4
Belgium,1988,9901664,16391.09,2
Belgium,1992,10045158,23372.62,3
Belgium,1994,10115603,24208.55,0
Belgium,1996,10156637,27489.56,6
Belgium,1998,10203008,25338.44,1
Belgium,2000,10251250,23098.89,5
Belgium,2002,10332785,25006.19,0
Belgium,2004,10421137,35429.41,3
Belgium,2006,10547958,38705.11,0
Belgium,2008,10709973,48303.4,2
Belgium,2010,10895586,44184.95,0
Belgium,2012,11106932,44670.56,3
Belgium,2014,11209057,47764.07,0
Belgium,2016,11331422,42012.62,6
Belgium,2018,11427054,47544.98,1
Belgium,2020,11538604,45587.97,7
Belgium,2022,11685814,49942.09,2
Benin,1984,4293070,244.84,0
Benin,1988,4831624,335.34,0
Benin,1992,5457778,310.62,0
Benin,1994,5923394,269.79,0
Benin,1996,6203860,380.59,0
Benin,1998,6584183,372.88,0
Benin,2000,6998023,503.0,0
Benin,2002,7431783,564.38,0
Benin,2004,7894554,784.12,0
Benin,2006,8402631,837.13,0
Benin,2008,8906469,1098.95,0
Benin,2010,9445710,1009.49,0
Benin,2012,10014078,1112.57,0
Benin,2014,10614844,1251.5,0
Benin,2016,11260085,1049.82,0
Benin,2018,11940683,1194.44,0
Benin,2020,12643123,1240.73,0
Benin,2022,13352864,1304.99,0
Burkina Faso,1984,7751476,188.34,0
Burkina Faso,1988,8663720,301.95,0
Burkina Faso,1992,9598555,349.71,0
Burkina Faso,1994,10091256,187.82,0
Burkina Faso,1996,10621210,243.53,0
Burkina Faso,1998,11201063,250.41,0
Burkina Faso,2000,11882888,249.8,0
Burkina Faso,2002,12632269,286.75,0
Burkina Faso,2004,13445977,405.45,0
Burkina Faso,2006,14316242,457.34,0
Burkina Faso,2008,15197915,621.89,0
Burkina Faso,2010,16116845,627.27,0
Burkina Faso,2012,17113732,733.97,0
Burkina Faso,2014,18169842,767.37,0
Burkina Faso,2016,19275498,665.79,0
Burkina Faso,2018,20392723,779.2,0
Burkina Faso,2020,21522626,823.55,1
Burkina Faso,2022,22673762,830.04,0
Bangladesh,1984,93534239,202.29,0
Bangladesh,1988,102688833,258.83,0
Bangladesh,1992,111272102,284.97,0
Bangladesh,1994,115614891,292.08,0
Bangladesh,1996,119876868,387.38,0
Bangladesh,1998,124350471,401.97,0
Bangladesh,2000,129193327,413.1,0
Bangladesh,2002,134139826,407.96,0
Bangladesh,2004,138789725,469.12,0
Bangladesh,2006,142628831,503.37,0
Bangladesh,2008,145421318,630.15,0
Bangladesh,2010,148391139,776.84,0
Bangladesh,2012,152090649,876.52,0
Bangladesh,2014,155961299,1108.52,0
Bangladesh,2016,159784568,1659.89,0
Bangladesh,2018,163683958,1963.31,0
Bangladesh,2020,167420951,2233.77,0
Bangladesh,2022,171186372,2687.9,0
Bulgaria,1984,8960679,1963.57,0
Bulgaria,1988,8981446,2511.39,35
Bulgaria,1992,8540164,1211.98,16
Bulgaria,1994,8443591,1148.49,0
Bulgaria,1996,8362826,1470.19,15
Bulgaria,1998,8256786,1820.45,1
Bulgaria,2000,8170172,1621.26,13
Bulgaria,2002,7837161,2092.98,3
Bulgaria,2004,7716860,3389.69,12
Bulgaria,2006,7601022,4523.15,1
Bulgaria,2008,7492561,7271.3,5
Bulgaria,2010,7395599,6863.67,0
Bulgaria,2012,7305888,7430.74,3
Bulgaria,2014,7223938,7912.27,0
Bulgaria,2016,7127822,7570.93,3
Bulgaria,2018,7025037,9447.66,0
Bulgaria,2020,6934015,10148.34,6
Bulgaria,2022,6465097,13974.45,0
Bahrain,1984,419217,10593.26,0
Bahrain,1988,483337,8709.94,0
Bahrain,1992,554470,9743.06,0
Bahrain,1994,593254,10671.02,0
Bahrain,1996,632756,10965.0,0
Bahrain,1998,672484,10455.73,0
Bahrain,2000,711442,12738.77,0
Bahrain,2002,748324,12820.0,0
Bahrain,2004,833451,15777.96,0
Bahrain,2006,970981,19057.8,0
Bahrain,2008,1110343,23155.82,0
Bahrain,2010,1213645,21186.81,0
Bahrain,2012,1224939,25102.73,1
Bahrain,2014,1311134,25464.76,0
Bahrain,2016,1409661,22877.94,2
Bahrain,2018,1487340,25415.85,0
Bahrain,2020,1477469,23433.19,1
Bahrain,2022,1472233,30146.93,0
Belarus,1984,9910000,,0
Belarus,1988,10140000,,0
Belarus,1992,10216470,900.51,0
Belarus,1994,10226955,1462.03,2
Belarus,1996,10159569,1452.51,15
Belarus,1998,10071963,1511.26,2
Belarus,2000,9979610,1276.28,17
Belarus,2002,9865548,1479.38,1
Belarus,2004,9730146,2378.34,13
Belarus,2006,9604924,3848.22,1
Belarus,2008,9527985,6376.18,14
Belarus,2010,9483836,6034.68,3
Belarus,2012,9446836,6953.22,10
Belarus,2014,9448515,8341.29,6
Belarus,2016,9469379,5039.78,9
Belarus,2018,9438785,6360.05,3
Belarus,2020,9379952,6542.86,7
Belarus,2022,9228071,7994.65,2
Belize,1984,159721,1342.23,0
Belize,1988,174817,1831.02,0
Belize,1992,190299,3644.92,0
Belize,1994,198416,3878.97,0
Belize,1996,209840,4042.15,0
Belize,1998,224907,4119.71,0
Belize,2000,240406,4720.17,0
Belize,2002,255987,4844.23,0
Belize,2004,272128,5123.6,0
Belize,2006,288729,5486.83,0
Belize,2008,305671,5665.97,0
Belize,2010,322106,5399.06,0
Belize,2012,337059,5635.52,0
Belize,2014,352335,6031.55,0
Belize,2016,367313,6099.96,0
Belize,2018,382066,6001.02,0
Belize,2020,394921,5185.16,0
Belize,2022,405272,6984.22,0
Bermuda,1984,56423,17469.83,0
Bermuda,1988,58347,24253.18,0
Bermuda,1992,58595,28669.68,0
Bermuda,1994,59320,31476.06,0
Bermuda,1996,60129,44826.79,0
Bermuda,1998,60943,51371.74,0
Bermuda,2000,61833,56284.17,0
Bermuda,2002,62912,62583.1,0
Bermuda,2004,63740,70359.32,0
Bermuda,2006,64523,95221.86,0
Bermuda,2008,65273,106935.49,0
Bermuda,2010,65124,101875.28,0
Bermuda,2012,64798,98431.87,0
Bermuda,2014,65138,98467.68,0
Bermuda,2016,64554,106885.88,0
Bermuda,2018,63918,113050.74,0
Bermuda,2020,63893,107791.89,1
Bermuda,2022,63595,123091.12,0
Bolivia,1984,6251926,986.78,0
Bolivia,1988,6804072,675.71,0
Bolivia,1992,7394419,763.26,0
Bolivia,1994,7693722,777.42,0
Bolivia,1996,7989367,925.85,0
Bolivia,1998,8286928,1025.41,0
Bolivia,2000,8592656,977.33,0
Bolivia,2002,8900583,888.2,0
Bolivia,2004,9216279,951.95,0
Bolivia,2006,9542663,1200.07,0
Bolivia,2008,9880593,1687.58,0
